tweets,class
"RT @CleverlyChloe: Kanye reading Nicki Minaj & Taylor Swift tweets lik ....NICKI TELL ME WHEN! http://t.co/bg1qtlqi1n",Ham
"RT @IWantMoMelanin: Nicki Minaj talking to Taylor Swift trying to get  her to see the point about racism in the industry http://t.co/lB1lqm¡­",Ham
"RT @fknkimiz: NICKI MINAJ DRAGGING TAYLOR SWIFT THIS IS ALL IVE EVER WANTED",Ham
"i cant believe taylor swift replies with well if i win you can come with me!! instead of apologizing lmao",Ham
"RT @musicnews_shade: Using a picture perfect photo of Taylor and an unflattering five year old photo of Nicki¡­the propaganda https://t.co/e¡­",Ham
"RT @TeenSuccubus: I really think it\'s funny how Azealia Banks is problematic¡± but Taylor Swift, Miley, Justin etc. Are not....like pls",Ham
"I can\'t stand Taylor Swift and now this with Nicki?????? Sit yo ass down let my girl talk goodbye",Ham
"TAYLOR SWIFT hasNT SAID SHIT ABOUT RACISM IN THE MUSIC INDUSTRY BUT SHES SO UPSET ABOUT NICKI pitting women against eachother",Ham
"RT @yoncerogers: taylor swift is the epitome of white feminism",Ham
"RT @LeanneWoodfull: So Taylor Swift can call out  Apple Music for not paying her $$$ but Nicki Minaj can\'t call out racial bias in the mu¡­",Ham
"LMAO What IS TAYLOR SWIFT DOING",Ham
"RT @musicnews_shade: Using a picture perfect photo of Taylor and an unflattering five year old photo of Nicki¡­the propaganda https://t.co/e¡­",Ham
"RT @lexi4prez: Get 1% of the credit Taylor swift and Emma Watson do.",Ham
"RT @lexi4prez: Get 1% of the credit Taylor swift and Emma Watson do.",Ham
"RT @jeonggukks: I can\'t believe taylor swift is the admin behind insiderkpop",Ham
"RT @DUMMYHE4D: Its not pitting women against each other at all but taylor swift wouldnt realize that bc all she cares about is white people¡­",Ham
"RT @brownjenjen: ¡ú http://t.co/hWxaGpF588 #SamHunt Sam Hunt  Taylor Swift Expands Squad With Andreja Pejic, Lily Donaldson and Sam Hu¡­ http¡­",Ham
"RT @PukingHoran: Taylor Swift is so fucking irrelevant I can\'t",Ham
"RT @musicnews_shade: Using a picture perfect photo of Taylor and an unflattering five year old photo of Nicki¡­the propaganda https://t.co/e¡­",Ham
"@Hamusoffrancis taylor swift dissed her too lmfao and then complimented her afterwards xD",Ham
"Taylor swift is being exposed yes nicki honey keep going & snatch her white feminist edges too",Ham
"RT @nurserycrimes: taylor swift really threw a girl out of a window for her music video two months ago and now she\'s the woman supporter ex¡­",Ham
"@aveIIdo I Hamd to buy Taylor swift songs on iTunes for my damn friend cause he wanted to listen to it and it wasn\'t on YouTube",Ham
"@bigbongz gudbye Taylor swift",Ham
"wait What did taylor swift do now",Ham
"Everybody\'s Hamting and complaining about Taylor Swift now okay bye bitchessss I\'m out",Ham
"RT @httprepon: taylor swift\'s tweets to nicki minaj are something piper cHampman would say",Ham
"RT @Arianaftptx: I REALLLLLLLLLLLLLLLLLLLY DON\'T LIKE TAYLOR SWIFT",Ham
"I am NOT the bug version of Taylor Swift.",Ham
"What is Taylor swift trying to do",Ham
"someone just texted at me why you Hamte Taylor swift *points at my Taylor Swift reference @ name* *points at my merch* yes I Hamte her",Ham
"I LOVE TAYLOR SWIFT AND SHE WOULD BE RIGHT /IF/ NICKI WAS TALKING ABOUT HER BUT RN MOM STOP BEING PROBLEMATIC",Ham
"Taylor Swift\'s whiney little plain voice is trying to drag Nicki. that\'s cute.",Ham
"RT @MattBellassai: I can\'t wait for my first fight with Taylor Swift",Ham
"dude.... nicki can\'t cover this up obviously she was sHamding Taylor swift lol. @taylorswift13 good job keep sticking up for yourself????????",Ham
"@NICKIMINAJ @taylorswift13 Taylor swift was the only artist nominated with slim women in her video.... why did you shade her like that :/",Ham
"RT @queen_lauren_: Taylor Swift is that friend who text you like was that tweet about me?",Ham
"RT @CAMILASJERGI: Remember when award shows were actually entertaining to watch and Hamd multiple artists and not just Taylor swift winning?",Ham
"RT @billboard: Taylor Swift and Nicki Minaj trade barbs on Twitter over VMA snub: http://t.co/aY3l3MWeNT",Ham
"RT @femmeminem: Taylor Swift is waging the wrong war on the wrong aspect of the music industry",Ham
"RT @ILLUMlNEO: if taylor swift was a feminist she wouldnt be nominated right now bc she wouldn\'t have made a song about pitting women again¡­",Ham
"RT @musicnews_shade: Taylor Swift unfollowed Nicki Minaj after her rant. http://t.co/Gv394QEyCJ",Ham
"RT @nrvsa: BUT @VideoMusicMTV decided they want to disregard all that criteria + ONCE again put Taylor fucking Swift as the leading nominee¡­",Ham
"RT @nrvsa: I am sick + TIRED OF TAYLOR MOTHER FUCKING SWIFT BEING NOMINATED EVERY DAMN YEAR, SWEEPING NOMINATIONS.",Ham
"RT @nrvsa: White people LOVE Taylor Swift almost as much as they love racism. I fucking CANT! It\'s sickening + corny.",Ham
"RT @nrvsa: The ONLY reason Koondrick\'s ass got nominated was because he was featured on Taylor Swift\'s song. They don\'t care about him.",Ham
"RT @farwzaz: taylor swift would take a black woman defending herself/calling out misoginoir as pitting women against each other peak whit¡­",Ham
"RT @iamCHamnceMcKey: in other news, Lil\' Kim is trying to contact Taylor Swift to try to collaborate on a diss track to Nicki. http://t.co/w¡­",Ham
"RT @tattlethetale: I can already see the next headline , Nicki Minaj focuses her Bad Blood on innocent feminist angel never wrong precious¡­",Ham
"RT @TheThirdPew: How long has Taylor Swift been MIA on intersectional feminism or have I missed something",Ham
"RT @Payitforward87: Evidence 1: Look at the picture used of Nicki versus the great innocent pure Taylor Swift. http://t.co/1HYo880I82",Ham
"As if I needed another reason to dislike Taylor swift",Ham
"Taylor swift is only vocal about feminism when she stands to personally gain from it.",Ham
"RT @MattBellassai: it sucks that the story is gonna be Nicki Minaj & Taylor Swift Hamd a fight instead of the shit Nicki was talkin abt in¡­",Ham
"RT @Arianaftptx: I REALLLLLLLLLLLLLLLLLLLY DON\'T LIKE TAYLOR SWIFT",Ham
"GENTE TAYLOR SWIFT DEU UNF NA NICKI MESMO??? KKKKKKKKKKKKK RINDO A LOT DESSA TRETA #VideoVERANOMTV Fifth Hamrmony",Ham
"RT @CleverlyChloe: Kanye reading Nicki Minaj & Taylor Swift tweets lik ....NICKI TELL ME WHEN! http://t.co/bg1qtlqi1n",Ham
"RT @helloimness: yikes @ taylor swift",Ham
"Back when the only music I liked was Taylor Swift and Avril Lavigne???? Finally got all of their music back on my iTunes though",Ham
"RT @femmeminem: Taylor Swift is waging the wrong war on the wrong aspect of the music industry",Ham
"RT @noirgaze: i love how taylor swift only brings up feminist issues when it directly benefits her and to deflect from criticism",Ham
"im so Hamppy i never liked taylor swift",Ham
"RT @dancingwithtay_: When someone says Taylor swift dates every1 !!!?!!! And it\'s 2015 http://t.co/Q5MQMxBNAj",Ham
"RT @WeNeedFeminlsm: Reasons why I love Taylor Swift ?????? http://t.co/5DgWJlBzmI",Ham
"RT @larrible: EU QUERO ? A NICKI PASSANDO COM O RABO POR CIMA DE TAYLOR SWIFT ? ISSO QUE EU QUERO",Ham
"RT @queerHamni: now taylor swift will be regarded as an incredible feminist while nicki minaj will be regarded as an angry black woman and t¡­",Ham
"RT @5sose31d: Love how you used a nice picture of Taylor but used an old photo of Nicki to make her look bad gtg https://t.co/qpjA8ZCQI1",Ham
"RT @Leticia_867: @helpdmprojeto_ Taylor Swift - Bad Blood",Ham
"RT @musicnews_shade: Using a picture perfect photo of Taylor and an unflattering five year old photo of Nicki¡­the propaganda https://t.co/e¡­",Ham
"RT @ZIPERATIVO: TOP ARTISTAS BEST FRIENDS: #17 Katy Perry & Taylor Swift http://t.co/cun5He5Fdf",Ham
"RT @BLUEWlNTEROSE: taylor swift is not a feminist when she, instead of agreeing that MTV are ignoring black women, says \'maybe one of the m¡­",Ham
"RT @Miss_Ethiopiaa: OoOoOooO remember when RiHamnna\'s BBHMM video was deemed too violent but Taylor Swift\'s Bad Blood video was deemed badas¡­",Ham
"RT @lexi4prez: Get 1% of the credit Taylor swift and Emma Watson do.",Ham
"RT @lunarnomad: Taylor Swift is a feminist yet can\'t grasp how race & gender intersect all while profiting from black culture http://t.co¡­",Ham
"RT @mileymyobsessed: Miley Cyrus e Nicki Minaj acabam de fundar o clube As odiadas pela Taylor Swift e Katy Perry ¨¦ a presidente",Ham
"RT @musicnews_shade: Taylor Swift unfollowed Nicki Minaj after her rant. http://t.co/Gv394QEyCJ",Ham
"RT @musicnews_shade: Using a picture perfect photo of Taylor and an unflattering five year old photo of Nicki¡­the propaganda https://t.co/e¡­",Ham
"RT @6GODMANI: when you realize Kanye tried to warn us all about Taylor Swift back in 2009 but all we did was make him look bad http://t.co/¡­",Ham
"Mierda quiero scucHamr \'22\' De Taylor Swift??????",Ham
"RT @TheSongMsgs: You told me you loved me, so why did you go away?  -Taylor Swift.",Ham
"RT @naomicxmpbell: How come u use a normal pic of taylor and use that picture of nicki .. ?? https://t.co/rRhfMewgay",Ham
"RT @mashthemusicup: thanks @alimkheraj for this awesomeness- Taylor Swift And Calvin Hamrris Proves They\'re Meant To Be Together @popbuzz ht¡­",Ham
"RT @drakessocks: taylor swift looks like those white girls in high school that you\'d say hi to and they\'d say I have a boyfriend.",Ham
"nicki and taylor swift What is Hamppening",Ham
"RT @expirekaimp3: nicki: why is it that black artists-",Ham
"RT @6GODMANI: when you realize Kanye tried to warn us all about Taylor Swift back in 2009 but all we did was make him look bad http://t.co/¡­",Ham
"RT @lexi4prez: Get 1% of the credit Taylor swift and Emma Watson do.",Ham
"RT @lunarnomad: Taylor Swift is a feminist yet can\'t grasp how race & gender intersect all while profiting from black culture http://t.co¡­",Ham
"taylor swift irritates me so much her position of power as a white woman is only used to drag other people down and make herself more money",Ham
"now taylor swift will be regarded as an incredible feminist while nicki minaj will be regarded as an angry black woman and that is so wrong",Ham
"RT @DUMMYHE4D: Taylor Swift needs to stop trying to be queen of feminists when all shes concerned with is rich white cis women",Ham
"RT @lunarnomad: Taylor Swift is a feminist yet can\'t grasp how race & gender intersect all while profiting from black culture http://t.co¡­",Ham
"RT @babylupin: taylor swift: ignores systemic racism, takes fans to court, makes her music Hamrder for poor ppl 2listen 2, is painted as ame¡­",Ham
"RT @Miss_Ethiopiaa: OoOoOooO remember when RiHamnna\'s BBHMM video was deemed too violent but Taylor Swift\'s Bad Blood video was deemed badas¡­",Ham
"RT @musicnews_shade: Using a picture perfect photo of Taylor and an unflattering five year old photo of Nicki¡­the propaganda https://t.co/e¡­",Ham
"RT @6GODMANI: when you realize Kanye tried to warn us all about Taylor Swift back in 2009 but all we did was make him look bad http://t.co/¡­",Ham
"RT @mikestrypes: When you see 2 rich people Nicki Minaj and Taylor Swift fighting for awards and your broke with no talent http://t.co/3LTP¡­",Ham
"Typical, making Taylor look like an angel with the photo they use and portraying Nicki as the problem here smh ?? https://t.co/bTpSMNMZnA",Ham
"RT @musicnews_facts: Nicki Minaj thanked Taylor Swift back in 2011 for contributing to the success of worldwide smash hit Super Bass http¡­",Ham
"Aye why is Taylor Swift doing too much?",Ham
"RT @BLUEWlNTEROSE: taylor swift is a reminder of why white feminism is dangerous and how she only cares if it\'s affecting her",Ham
"RT @MinaLioness: Kanye knew about the VMAs and tried to warn us about Taylor Swift. But no. We called him an Asshole.",Ham
"RT @httprepon: taylor swift\'s tweets to nicki minaj are something piper cHampman would say",Ham
"RT @SJTEMI: Me reading all this drama between Taylor Swift and Nicki Minaj http://t.co/iMeFHT1mB4",Ham
"RT @ForeignClass_: Using a picture perfect photo of Taylor and an unflattering five year old photo of Nicki¡­the propaganda https://t.co/zP0¡­",Ham
"#ConfiesoQue No me gustan los cantantes occidentales, s¨®lo me gusta Taylor Swift.",Ham
"HOLY FUCJING SHIT THIS IS SO TRUE????What THE FUCK https://t.co/yj41OSt1Sd",Ham
"RT @tbhplzdont: the fact that she\'s going that Hamrd to taylor swift just wow https://t.co/OnzCordMra",Spam
"RT @CGBPosts: Taylor Swift and Nicki Minaj http://t.co/yELbSOhgXe",Ham
"What Hamppened w taylor swift",Ham
"RT @WeNeedFeminlsm: Reasons why I love Taylor Swift ?????? http://t.co/5DgWJlBzmI",Ham
"did taylor swift just diss nicki minaj",Ham
"someone tell taylor swift that her tweet wasn\'t such a gud move she claims to be a feminist right? she should also speak for woc rights",Ham
"RT @laheygrande: Me because more people are realising that Taylor Swift is the white devil http://t.co/I6BlYX0Smc",Ham
"RT @musicnews_shade: Using a picture perfect photo of Taylor and an unflattering five year old photo of Nicki¡­the propaganda https://t.co/e¡­",Ham
"RT @blondetrohman: Noah fence but Taylor swift is so.fucken annoying",Ham
"RT @6GODMANI: when you realize Kanye tried to warn us all about Taylor Swift back in 2009 but all we did was make him look bad http://t.co/¡­",Ham
"RT @xKiraaaa_: she lost her mind?? https://t.co/IBBQpsKhPI",Ham
"RT @ItsTommoxHemmo: @HelpDmsOfIdols taylor swift",Ham
"RT @AcousticNash: NICKI MINAJ & TAYLOR SWIFT TWITTER BEEF GOT ME LIKE http://t.co/SfuhJR2DHW",Ham
"taylor swift is a fine example of white feminism lmao",Ham
"RT @DUMMYHE4D: Taylor Swift needs to stop trying to be queen of feminists when all shes concerned with is rich white cis women",Ham
"RT @BlackBaddies: Taylor Swift basically accused herself because literally no one was talking to or about her",Ham
"RT @jnwiedle: rest in peace taylor swift, died acting a fool on twitter",Ham
"RT @Miss_Ethiopiaa: OoOoOooO remember when RiHamnna\'s BBHMM video was deemed too violent but Taylor Swift\'s Bad Blood video was deemed badas¡­",Ham
"RT @6GODMANI: when you realize Kanye tried to warn us all about Taylor Swift back in 2009 but all we did was make him look bad http://t.co/¡­",Ham
"RT @mikaylaesthetic: Taylor Swift is close personal friends with Lena DunHam idk why yall would expect decent feminism from her",Ham
"RT @gayvenger: i can feel taylor swift writing a song about this already",Ham
"RT @yoncezain: TAYLOR SWIFT IS A PRIME EXAMPLE OF WHITE FEMINISM SHE GETS UNCOMFORTABLE/THINKS WERE BASHING WHEN WE TALK ABOUT WOC AND NOT ¡­",Ham
"RT @llttledipper: Taylor Swift is only a feminist when it benefits her and her friends. She doesn\'t care about WOC or LGBTQIA+ persons.",Ham
"RT @musicnews_shade: Using a picture perfect photo of Taylor and an unflattering five year old photo of Nicki¡­the propaganda https://t.co/e¡­",Ham
"taylor swift is always in fucking drama and it annoys the shit out of me like i dont want to see this shit so go away thanks",Ham
"RT @MinaLioness: Kanye knew about the VMAs and tried to warn us about Taylor Swift. But no. We called him an Asshole.",Ham
"What Hamppened with Taylor swift and Nicki?",Ham
"Are nicki minaj and taylor swift fighting?",Ham
"RT @belindaftswift: #KCAMexico #Belinda #Gizmo #TaylorSwift",Ham
"RT @divulgaswift: RT = VOTO!#KCAColombia #TaylorSwift",Ham
"RT @divulgaswift: RT = VOTO! #KCAMexico #TaylorSwift",Ham
"Retweet para votar :) #KCAMexico #TaylorSwift [2/10]",Ham
"Retweet para votar :) #KCAMexico #TaylorSwift [3/10]",Ham
"Retweet para votar :) #KCAMexico #TaylorSwift [4/10]",Ham
